"Taxon","sumOB35","sumOB37","sumOB38","sumOB39","Order","Genus"
"Rhizobiales;Allorhizobium",1,0,0,1,"Rhizobiales","Allorhizobium"
"Rhizobiales;Ancylobacter",4,3,5,4,"Rhizobiales","Ancylobacter"
"Rhizobiales;Anderseniella",1,0,0,0,"Rhizobiales","Anderseniella"
"Rhizobiales;Bauldia",0,0,0,0,"Rhizobiales","Bauldia"
"Rhizobiales;Beijerinckia",0,0,0,0,"Rhizobiales","Beijerinckia"
"Rhizobiales;Bradyrhizobium",1,1,2,1,"Rhizobiales","Bradyrhizobium"
"Rhizobiales;Devosia",1,0,1,1,"Rhizobiales","Devosia"
"Rhizobiales;Hoeflea",1,2,0,1,"Rhizobiales","Hoeflea"
"Rhizobiales;Hyphomicrobium",1,3,1,1,"Rhizobiales","Hyphomicrobium"
"Rhizobiales;Kaistia",0,0,0,0,"Rhizobiales","Kaistia"
"Rhizobiales;Lentilitoribacter",0,0,0,0,"Rhizobiales","Lentilitoribacter"
"Rhizobiales;Mesorhizobium",0,0,0,0,"Rhizobiales","Mesorhizobium"
"Rhizobiales;Methylobacterium",0,0,1,0,"Rhizobiales","Methylobacterium"
"Rhizobiales;Methyloceanibacter",1,1,1,0,"Rhizobiales","Methyloceanibacter"
"Rhizobiales;Methylocella",0,0,0,0,"Rhizobiales","Methylocella"
"Rhizobiales;Methylocystis",0,0,1,0,"Rhizobiales","Methylocystis"
"Rhizobiales;Parvibaculum",0,0,0,0,"Rhizobiales","Parvibaculum"
"Rhizobiales;Pedomicrobium",0,0,1,0,"Rhizobiales","Pedomicrobium"
"Rhizobiales;Prosthecomicrobium",0,0,1,0,"Rhizobiales","Prosthecomicrobium"
"Rhizobiales;Pseudahrensia",3,1,0,0,"Rhizobiales","Pseudahrensia"
"Rhizobiales;Pseudolabrys",1,1,1,1,"Rhizobiales","Pseudolabrys"
"Rhizobiales;Rhizobium",2,0,1,1,"Rhizobiales","Rhizobium"
"Rhizobiales;Rhodopseudomonas",1,0,0,1,"Rhizobiales","Rhodopseudomonas"
"Rhizobiales;Shinella",0,1,1,0,"Rhizobiales","Shinella"
"Rhizobiales;Xanthobacter",2,3,2,2,"Rhizobiales","Xanthobacter"
"Rhodobacterales;Amaricoccus",1,0,0,0,"Rhodobacterales","Amaricoccus"
"Rhodobacterales;Amylibacter",0,0,1,0,"Rhodobacterales","Amylibacter"
"Rhodobacterales;Celeribacter",1,1,1,1,"Rhodobacterales","Celeribacter"
"Rhodobacterales;Cypionkella",2,1,2,2,"Rhodobacterales","Cypionkella"
"Rhodobacterales;Epibacterium",1,0,0,0,"Rhodobacterales","Epibacterium"
"Rhodobacterales;Gemmobacter",0,0,0,0,"Rhodobacterales","Gemmobacter"
"Rhodobacterales;Halocynthiibacter",0,0,0,0,"Rhodobacterales","Halocynthiibacter"
"Rhodobacterales;Litoreibacter",2,2,2,1,"Rhodobacterales","Litoreibacter"
"Rhodobacterales;Loktanella",1,1,0,0,"Rhodobacterales","Loktanella"
"Rhodobacterales;Nereida",0,0,0,0,"Rhodobacterales","Nereida"
"Rhodobacterales;Octadecabacter",1,0,1,1,"Rhodobacterales","Octadecabacter"
"Rhodobacterales;Planktomarina",0,0,0,0,"Rhodobacterales","Planktomarina"
"Rhodobacterales;Roseovarius",0,1,0,0,"Rhodobacterales","Roseovarius"
"Rhodobacterales;Rubellimicrobium",0,0,0,0,"Rhodobacterales","Rubellimicrobium"
"Rhodobacterales;Ruegeria",0,0,0,0,"Rhodobacterales","Ruegeria"
"Rhodobacterales;Shimia",0,0,0,0,"Rhodobacterales","Shimia"
"Rhodobacterales;Sulfitobacter",3,1,1,1,"Rhodobacterales","Sulfitobacter"
"Rhodobacterales;Thalassobius",1,0,0,0,"Rhodobacterales","Thalassobius"
"Rhodobacterales;Yoonia",0,1,1,0,"Rhodobacterales","Yoonia"
"Rhodocyclales;Dechloromonas",1,1,1,0,"Rhodocyclales","Dechloromonas"
"Rhodocyclales;Ferribacterium",1,0,1,1,"Rhodocyclales","Ferribacterium"
"Rhodocyclales;Propionivibrio",0,1,0,0,"Rhodocyclales","Propionivibrio"
"Rhodocyclales;Thauera",1,0,0,1,"Rhodocyclales","Thauera"
"Rhodocyclales;Uliginosibacterium",0,1,0,0,"Rhodocyclales","Uliginosibacterium"
"Rhodocyclales;Zoogloea",3,0,1,3,"Rhodocyclales","Zoogloea"
"Rhodospirillales;Acidocella",1,0,0,0,"Rhodospirillales","Acidocella"
"Rhodospirillales;Nisaea",3,4,3,3,"Rhodospirillales","Nisaea"
"Rhodospirillales;Reyranella",1,1,1,1,"Rhodospirillales","Reyranella"
"Rhodospirillales;Rhodovarius",0,0,0,0,"Rhodospirillales","Rhodovarius"
"Rhodospirillales;Roseomonas",0,0,0,0,"Rhodospirillales","Roseomonas"
"Rhodospirillales;Thalassobaculum",1,0,1,0,"Rhodospirillales","Thalassobaculum"
"Rhodospirillales;Varunaivibrio",1,1,1,1,"Rhodospirillales","Varunaivibrio"
"Rhodothermales;Roseithermus",1,1,1,1,"Rhodothermales","Roseithermus"
"Rickettsiales;Occidentia",2,0,1,2,"Rickettsiales","Occidentia"
"Rickettsiales;Rickettsia",0,0,0,0,"Rickettsiales","Rickettsia"
"SAR11;Candidatus Pelagibacter",140,117,90,107,"SAR11","Candidatus Pelagibacter"
"Saccharibacteria_genera_incertae_sedis;Saccharibacteria_genera_incertae_sedis",2,3,2,1,"Saccharibacteria_genera_incertae_sedis","Saccharibacteria_genera_incertae_sedis"
"Saprospirales;Aureispira",3,3,3,3,"Saprospirales","Aureispira"
"Saprospirales;Flavilitoribacter",2,1,1,1,"Saprospirales","Flavilitoribacter"
"Saprospirales;Haliscomenobacter",0,0,0,0,"Saprospirales","Haliscomenobacter"
"Saprospirales;Phaeodactylibacter",0,0,0,0,"Saprospirales","Phaeodactylibacter"
"Sedimentisphaerales;Anaerohalosphaera",4,1,0,0,"Sedimentisphaerales","Anaerohalosphaera"
"Selenomonadales;Anaeroarcus",0,0,0,0,"Selenomonadales","Anaeroarcus"
"Selenomonadales;Anaerosinus",1,0,0,1,"Selenomonadales","Anaerosinus"
"Selenomonadales;Megamonas",1,1,1,1,"Selenomonadales","Megamonas"
"Selenomonadales;Pelosinus",1,0,1,1,"Selenomonadales","Pelosinus"
"Selenomonadales;Selenomonas",0,0,0,0,"Selenomonadales","Selenomonas"
"Spartobacteria_genera_incertae_sedis;Spartobacteria_genera_incertae_sedis",1,2,0,0,"Spartobacteria_genera_incertae_sedis","Spartobacteria_genera_incertae_sedis"
"Sphingobacteriales;Daejeonella",2,0,0,2,"Sphingobacteriales","Daejeonella"
"Sphingobacteriales;Mucilaginibacter",2,2,2,1,"Sphingobacteriales","Mucilaginibacter"
"Sphingobacteriales;Pedobacter",6,3,4,3,"Sphingobacteriales","Pedobacter"
"Sphingomonadales;Altererythrobacter",0,0,0,0,"Sphingomonadales","Altererythrobacter"
"Sphingomonadales;Erythrobacter",0,0,0,0,"Sphingomonadales","Erythrobacter"
"Sphingomonadales;Novosphingobium",2,5,3,1,"Sphingomonadales","Novosphingobium"
"Sphingomonadales;Parasphingopyxis",0,0,0,0,"Sphingomonadales","Parasphingopyxis"
"Sphingomonadales;Polymorphobacter",0,1,1,0,"Sphingomonadales","Polymorphobacter"
"Sphingomonadales;Sphingobium",1,0,1,0,"Sphingomonadales","Sphingobium"
"Sphingomonadales;Sphingomonas",3,3,1,3,"Sphingomonadales","Sphingomonas"
"Sphingomonadales;Sphingorhabdus",3,1,4,3,"Sphingomonadales","Sphingorhabdus"
"Spirochaetales;Pleomorphochaeta",0,0,0,0,"Spirochaetales","Pleomorphochaeta"
"Sporichthyales;Longivirga",1,0,2,0,"Sporichthyales","Longivirga"
"Streptosporangiales;Actinoallomurus",1,0,0,0,"Streptosporangiales","Actinoallomurus"
"Subdivision3_genera_incertae_sedis;Subdivision3_genera_incertae_sedis",5,3,4,4,"Subdivision3_genera_incertae_sedis","Subdivision3_genera_incertae_sedis"
"Synergistales;Acetomicrobium",2,0,2,2,"Synergistales","Acetomicrobium"
"Synergistales;Cloacibacillus",0,0,0,0,"Synergistales","Cloacibacillus"
"Terrimicrobiales;Terrimicrobium",0,0,0,0,"Terrimicrobiales","Terrimicrobium"
"Thermotogales;Fervidobacterium",0,0,0,0,"Thermotogales","Fervidobacterium"
"Thiotrichales;Cocleimonas",0,0,0,0,"Thiotrichales","Cocleimonas"
"Thiotrichales;Cysteiniphilum",0,0,0,0,"Thiotrichales","Cysteiniphilum"
"Thiotrichales;Francisella",0,0,0,0,"Thiotrichales","Francisella"
"Thiotrichales;Leucothrix",2,2,0,0,"Thiotrichales","Leucothrix"
"Thiotrichales;Thiomicrorhabdus",0,0,0,0,"Thiotrichales","Thiomicrorhabdus"
"Thiotrichales;Thiothrix",1,1,1,0,"Thiotrichales","Thiothrix"
"Veillonellales;Dialister",1,0,1,0,"Veillonellales","Dialister"
"Verrucomicrobiales;Akkermansia",0,1,0,0,"Verrucomicrobiales","Akkermansia"
"Verrucomicrobiales;Luteolibacter",1,0,0,0,"Verrucomicrobiales","Luteolibacter"
"Verrucomicrobiales;Rubritalea",5,3,1,0,"Verrucomicrobiales","Rubritalea"
"Vibrionales;Aliivibrio",1,1,0,0,"Vibrionales","Aliivibrio"
"Vibrionales;Catenococcus",0,0,0,0,"Vibrionales","Catenococcus"
"Vibrionales;Photobacterium",1,1,1,1,"Vibrionales","Photobacterium"
"Vibrionales;Vibrio",1,0,0,1,"Vibrionales","Vibrio"
"Vicinamibacterales;Luteitalea",0,0,0,0,"Vicinamibacterales","Luteitalea"
"WPS-2_genera_incertae_sedis;WPS-2_genera_incertae_sedis",0,1,1,0,"WPS-2_genera_incertae_sedis","WPS-2_genera_incertae_sedis"
"Woesearchaeota Incertae Sedis AR16;Woesearchaeota Incertae Sedis AR16",0,0,0,0,"Woesearchaeota Incertae Sedis AR16","Woesearchaeota Incertae Sedis AR16"
"Xanthomonadales;Arenimonas",1,1,2,0,"Xanthomonadales","Arenimonas"
"Xanthomonadales;Luteimonas",0,1,0,0,"Xanthomonadales","Luteimonas"
"Xanthomonadales;Rhodanobacter",0,0,0,0,"Xanthomonadales","Rhodanobacter"
"Xanthomonadales;Stenotrophomonas",1,0,0,1,"Xanthomonadales","Stenotrophomonas"
"Xanthomonadales;Xanthomonas",0,0,1,0,"Xanthomonadales","Xanthomonas"
